169378254,Draw
174653928,Draw
186279453,Draw
127854396,Draw
124539867,Draw
183749256,Draw
165284793,Draw
187543296,Draw
195784623,Draw
184236975,Draw
134827965,Draw
145982673,Draw
148563972,Draw
167253498,Draw
183756942,Draw
148932675,Draw
138945726,Draw
162937845,Draw
192854736,Draw
172539846,Draw
167395482,Draw
165894273,Draw
185926347,Draw
164957283,Draw
132498657,Draw
189432765,Draw
158294637,Draw
146298537,Draw
139652784,Draw
127349685,Draw
173546982,Draw
175624389,Draw
136584729,Draw
175938264,Draw
138467295,Draw
157324689,Draw
126543978,Draw
158376294,Draw
149273685,Draw
157462389,Draw
164823579,Draw
145826397,Draw
126784953,Draw
129347865,Draw
152748396,Draw
176823495,Draw
168357249,Draw
123657984,Draw
179856423,Draw
179265483,Draw
173469582,Draw
173845926,Draw
195782346,Draw
142385976,Draw
153472986,Draw
129687354,Draw
168259734,Draw
137568492,Draw
132587496,Draw
123586947,Draw
195487623,Draw
132654789,Draw
179865432,Draw
163785249,Draw
153286749,Draw
165398472,Draw
136745298,Draw
169824537,Draw
194653278,Draw
162983475,Draw
154628793,Draw
174932685,Draw
197253846,Draw
157842396,Draw
174852693,Draw
168734952,Draw
186793254,Draw
197236458,Draw
138597246,Draw
173548296,Draw
176489532,Draw
193784526,Draw
187936245,Draw
178243956,Draw
149327856,Draw
197265348,Draw
196354872,Draw
183497256,Draw
185367492,Draw
172695843,Draw
158976432,Draw
198753642,Draw
164825397,Draw
175624983,Draw
194826573,Draw
179436852,Draw
189247356,Draw
185269347,Draw
162483759,Draw
138946752,Draw
168725934,Draw
163987542,Draw
125798463,Draw
187532469,Draw
163498527,Draw
192634785,Draw
175239864,Draw
126749835,Draw
168475392,Draw
179345862,Draw
179832456,Draw
147823659,Draw
152374986,Draw
145289673,Draw
149572386,Draw
134286759,Draw
148932675,Draw
187635249,Draw
145273869,Draw
192364587,Draw
143572968,Draw
174823659,Draw
176428935,Draw
175836294,Draw
167492835,Draw
145368972,Draw
135892746,Draw
159342867,Draw
136925748,Draw
184396527,Draw
183462957,Draw
169523784,Draw
137682459,Draw
197638254,Draw
